ID,Group1_R1DNO1_1_root,Group1_R1DNO1_2_root,group1_R2DNO1_1_root,Group1_R2DNO1_2_root,Group1_R3DNO1_1_root,Group1_R3DNO1_2_root,Group2_R3EIC1_1_root,Group2_R3EIC1_2_root,Group2_R1EIC1_1_root,Group2_R1EIC1_2_root,Group2_R2EIC1_1_root,Group2_R2EIC1_2_root,Group3_R1EIO1_1_root,Group3_R1EIO1_2_root,Group3_R2EIO1_1_root,Group3_R2EIO1_2_root,Group3_R3EIO1_1_root_bad,Group3_R3EIO1_2_root_bad,Group4_R3DNC1_1_root, Group4_R3DNC1_2_root,Group4_R1DNC1_1_root,Group4_R1DNC1_2_root, Group4_R2DNC1_1_root,Group4_R2DNC1_2_root
APEBA073,1052.0199,441.464478,1933.45056,1611.78735,3002.80566,3015.02466,1267.97656,2712.14307,2103.33252,1613.47375,1004.77863,1818.39502,2678.35449,2829.91016,3483.69263,8022.62354,5376.54834,5525.15186,5358.75195,6812.40869,9849.86426,9465.68848,3780.22998,4430.82568
APEBA074,192.591187,250.400818,254.600082,606.525208,192.623123,157.190338,228.94162,379.044128,20.9476318,10.5927944,998.958496,981.100342,397.127014,356.503296,446.540924,370.237183,16.578476,12.5380659,42.3668747,10.0829945,81.3293533,134.023819,468.22934,36.1405258
APEBA075,2.67809582,2.97798371,17.8518944,24.7415733,0,5.52458858,40.6888885,34.0634422,6.98675394,7.54638577,0,0,48.7627296,8.11493683,19.2158661,8.84574032,61.8258514,25.576767,5.03470278,9.23205757,138.443283,163.507278,42.6577911,0
APEBA076,3.59938097,58.5622749,61.4133377,140.362457,15.100071,24.9610081,118.650375,93.4578323,69.5689697,63.9504967,2.76913404,17.2717819,84.8195496,41.4332771,104.007431,231.339478,301.700714,159.84581,145.54483,31.3241081,252.712418,247.561447,55.8858147,61.3017044
APEBA077,1753.06042,1488.37854,2664.10547,2779.33032,1288.4397,1502.28357,4117.07324,4251.98633,1351.42407,868.587769,1214.75598,1675.16687,1696.14575,1303.54163,358.104004,235.709106,0,0,0,0,34.7222404,15.9886322,2519.3894,2379.19116
APEBA078,4334.00879,4328.67334,6829.23193,6798.0542,3721.90796,3939.80566,8340.08008,9115.92188,3701.04077,2445.07324,3370.03125,4605.65771,4181.18604,3268.50342,1043.55444,845.27832,0,5.67812443,6.91179848,0,78.0177917,59.3386192,6655.49219,5432.50195
APEBA079,6.39409971,9.24995136,93.6746597,42.4706154,318.264648,370.401062,1402.35608,1566.40149,8.42633915,7.29942417,21.01437,13.9760418,52.9482498,13.0865765,7.45579529,31.2400761,0,7.58656549,0,15.6520929,25.3365765,25.8577099,439.852966,693.913452
APEBA080,25.3746738,0,0,0,2004.89014,2503.25269,0,0,0,0,48.8113403,65.5810089,63.3836479,53.169117,58.7845802,192.706161,0,3.70413399,35.1773643,6.75451469,394.587921,692.208252,0,0
APEBA081,82.3962326,26.2670918,68.454422,0,5458.50293,6588.06104,18.6338711,817.547668,673.776001,612.4552,0,17.1426582,704.033875,1211.35559,54.4728012,242.295395,378.342682,945.11084,2868.82202,6291.65527,100.558334,1827.83411,5.26828671,198.731277
APEBA082,61.9382172,0,13.8101721,9.81097794,333.121033,229.431122,1870.82788,1859.16748,14.7212124,7.56916285,0,77.9896927,9.49707127,38.1122284,0,31.0358429,0,0,0,0,4.15915489,0,19.6905003,9.16512775
APEBA083,9.41116714,0,0,0,7.68973303,61.9643974,20.3474693,30.7911816,41.1235809,76.477478,0,11.9284916,346.615845,156.368256,98.1177979,230.011154,0,0,0,0,46.5322075,66.3742218,1627.4032,1496.39294
APEBA084,3367.34644,3652.66382,9209.30176,19475.0918,7641.17578,7715.1792,4359.72119,9143.30566,4127.41602,5131.28516,6984.38281,8566.49121,5188.84033,7230.60352,3465.37988,1819.5946,184.202667,403.034515,187.122589,488.43457,1350.54077,2415.8291,21065.6367,26087.6387
APEBA085,1679.89807,1725.39648,4626.69482,9889.11328,3691.48389,3776.29565,2208.36841,4614.12305,2042.48694,2531.92212,3458.11572,4194.65967,2582.98364,3554.44092,1701.01746,893.53949,93.7266159,205.073425,90.3307648,236.557495,685.479797,1210.47534,10644.8906,13221.9219
APEBA086,0,0,0,0,11.4186335,1.79175043,4.64962435,11.0291433,255.365189,106.661278,342.099152,313.476105,284.823364,127.650726,26.389555,0,30.1610203,49.0012474,0,0,0,6.27503538,0,0
APEBA087,5.06472397,0,49.1990166,8.03897381,65.6298065,31.4922123,74.2183838,24.1596298,66.9422836,17.9336796,7.43199587,18.0487404,266.822998,229.633347,125.700249,348.115723,0,0,0,0,19.2912083,19.0500393,32.5018845,55.1526909
APEBA088,378.46048,446.890656,1021.89703,872.565613,497.62442,533.458801,1060.89014,1402.06445,1331.50879,977.403748,171.58139,448.162292,1255.28772,962.480713,1432.47314,2600.64331,3213.09155,2247.94922,1242.39038,469.249695,3653.92432,3213.87329,1566.86011,1773.20081
APEBA089,433.559723,417.071167,493.308044,540.326355,4112.21826,3745.34619,1277.92529,2436.7561,2863.59863,3437.81763,604.609802,636.708313,1640.22266,1229.91101,1612.86523,2024.72949,3354.573,1936.94141,817.766846,346.138489,3498.96143,2640.80811,2312.79102,1427.23157
APEBA090,14391.9541,13153.9834,13207.0977,16001.0635,17415.0059,17013.2578,19865.3672,23110.3652,3988.97266,3710.51978,5174.39014,6612.85449,6474.1582,6251.27881,3093.00317,2312.75122,0,19.6613731,9.58695698,18.9921093,454.467499,378.405304,22387.9375,18471.1543
APEBA091,135.974487,126.324821,599.357666,894.915283,459.173523,672.420837,459.249664,818.622986,10.7882318,0,47.9550591,196.262299,219.684311,197.781891,91.1359329,210.65686,0,29.2431679,6.86566067,0,108.976013,76.4709167,1407.53674,2214.64429
APEBA092,304.940643,657.767395,1082.9696,1802.28821,218.898178,423.073151,1151.70923,2205.00488,124.968864,24.5005093,77.8127899,118.997032,272.293915,223.772934,37.2980003,140.823257,0,14.7701445,140.160767,53.7837677,244.464508,181.742981,534.150574,422.564697
APEBA093,0,0,6.74128962,25.2230644,44.3893433,42.0299873,0,11.2223425,0,0,5.42780066,0,0,4.7656002,0,52.5601501,0,0,501.046539,1946.41064,3.06348705,10.4403934,13.7678213,111.247314
APEBA094,0,0,4.4982295,0,0,0,18.1823235,14.5920525,30.3321648,25.2762814,309.101532,215.259399,92.2042236,64.2792206,179.434433,200.831909,0,0,0,0,1.6288594,9.70945168,0,37.6136208
APEBA095,0,0,45.3533897,26.9681435,67.7135849,90.8898315,36.5265388,113.494217,57.4857903,25.8321419,0,0,27.6048946,59.455265,95.48172,472.042114,340.093536,202.841949,34.0960579,9.27413368,592.00061,589.712708,181.747269,146.190231
APEBA096,3617.36572,4333.27588,6189.22656,8588.32031,1798.45178,2781.13867,3347.97412,5036.25098,3290.6748,2016.97107,2577.71118,3464.4751,2457.99463,2255.51538,899.571838,1032.57227,0,7.56208515,0,0,391.803101,360.13028,9216.04297,7480.27637
APEBA097,3059.7063,3381.5188,6274.04248,8325.03516,1487.4635,2173.04468,3034.90186,4360.85303,2992.37988,1660.81055,2019.45789,2562.81006,1958.77502,1973.32202,707.681641,661.099548,0,9.03639698,0,0,455.523163,353.963379,9066.91895,7210.71436
APEBA098,4.07430458,69.3603897,0,0,8.16856384,89.6211624,0,129.890198,379.004028,334.988068,99.1317749,182.809464,17.2552299,74.6573715,288.39267,658.769348,658.454224,692.596985,0,18.544405,970.445618,1091.89502,166.883163,191.637802
APEBA099,91.9163208,77.3734512,281.007233,286.320648,251.582596,391.003174,176.665497,403.547974,45.2624283,31.7664375,39.4381599,0,57.0240784,24.8428707,1.59152842,5.32169724,4.65919971,15.822937,0,2.86790681,38.5379333,17.7742119,408.163971,743.46698
APEBA100,51.9977188,42.2510185,188.230637,189.007889,140.871826,228.463776,99.9409485,228.289978,25.6052818,22.673027,39.8512154,0,52.5205574,14.0537901,0,0,0,15.6247911,0,0,23.9586983,0,235.654861,434.658234
APEBA101,29.1007309,18.0794106,16.1975746,55.9893837,47.3059921,31.460638,32.5829315,11.2331953,70.1924591,51.3733978,0,0,29.3417969,37.6452713,25.8003445,0,8.97334862,55.451004,9.59466171,0,30.4312057,42.5746765,16.7034855,27.5828457
APEBA102,167.080765,194.387802,1008.8175,1057.5437,401.604279,383.825623,427.949127,672.691528,141.630219,68.4095993,96.7619629,327.320374,235.206619,110.355606,21.30266,91.8580933,10.6312561,43.7829132,0,0,37.1865501,0,128.083679,647.641785
APEBA103,47.5398407,43.0499878,223.417236,234.208405,112.243561,85.0037308,94.7755432,148.47496,31.3660641,15.1502981,32.1981697,72.4898376,52.0899086,24.4398441,12.5780973,20.3433056,2.35444593,9.69636154,0,0,8.23549938,0,28.3659859,170.51059
APEBA104,432.154877,165.548859,428.058228,222.123581,1036.93774,566.222046,551.569763,1603.75122,798.052734,1025.87549,391.578766,446.446136,710.256165,1402.49512,1216.32312,2141.91382,1510.44971,1254.16309,946.959167,421.103027,2458.16016,2773.24023,872.183228,2182.78735
APEBA105,0,0,0,0,548.244324,287.781921,27.3267937,134.161636,85.3251495,41.4500618,0,0,0,0,0,0,0,0,3.60633683,31.0235538,0,9.60877514,44.0533371,0
APEBA106,66.3004379,13.7362366,66.1057129,4.78539038,95.5550308,58.6153221,92.4713516,238.776428,13.5133896,0,0,8.54864407,86.2318954,65.8536835,26.0860462,88.1053162,7.12798452,50.3574142,54.4437981,0,181.006927,274.53775,103.103127,8.18433952
APEBA107,134.629623,111.555573,146.65036,345.876617,482.049194,876.232361,284.578522,550.294067,2441.18628,1190.97009,540.097351,861.596558,652.013672,658.755737,1735.57153,1479.24036,26.7140388,178.070816,0,0,81.1588211,92.3619308,504.048492,630.34729
APEBA108,0,13.9238434,19.9478893,49.4485168,9.6480751,29.4490891,73.8161926,57.2901649,20.4999771,3.83661199,23.1790981,0,6.45926905,22.0924149,58.830719,69.1794891,139.217438,86.0258942,47.8726349,27.0922546,182.487213,278.962189,86.2889252,72.5477295
APEBA109,23.5250683,13.4413795,136.298401,73.7440491,319.175537,335.74234,149.54834,346.063507,777.274902,685.339661,89.1372147,26.016119,151.317062,140.591171,261.71994,558.021301,787.734131,329.631226,157.401184,22.5032043,889.347717,822.858093,533.436707,406.594299
APEBA110,0,0,3.40813351,0,7.22170925,49.9548645,564.67627,296.114624,11.1898518,0,61.6747131,27.1236496,69.7518234,16.3776741,1320.88611,1412.19495,0,0,0,0,0,0,0,0
APEBA111,22.1506538,24.3625946,41.2646751,50.9528046,27.458477,38.1254158,34.7313042,4.55218029,0,0,181.039215,146.663422,81.3183823,38.9288521,27.2484589,82.9485321,0,0,0,26.4837894,18.3431587,32.887619,48.7026215,11.6504784
APEBA112,99.4707489,42.781311,211.509171,376.793671,37.6831322,36.4997368,7.17055416,26.0056286,0,0,34.8815231,19.3466644,78.1366806,40.8952675,19.5839996,2.61244321,0,11.0787134,0,0,74.2100906,43.3576431,1323.41077,1258.72485
APEBA113,57.416687,65.0641785,233.234344,312.282928,69.902359,55.7882347,119.555504,79.5273819,0,0,629.214661,403.855591,205.535645,95.0849991,103.450226,157.704056,0,0,51.7788048,13.3795309,9.90356827,13.0542221,191.322372,21.9233246
APEBA114,69.8051758,46.6710205,211.921539,264.546204,1787.16992,1700.14221,627.18689,1378.7688,680.041565,686.229797,170.969147,30.1013546,325.617401,304.531586,438.086304,893.822021,848.653076,464.119049,375.400543,94.5209427,1372.53772,1041.20215,599.247437,281.67868
APEBA115,0,0,0,0,210.432236,269.217377,83.4491425,19.6560383,22.6775951,20.6554146,34.3701553,60.2201309,113.125519,44.6423836,888.753967,1015.77509,0,0,0,0,0,0,0,0
APEBA116,0,0,165.345963,1124.44116,262.789703,233.203293,0,0,17.2366867,13.3299007,11.0931959,0,0,0,0,6.10546827,13.1710062,4.19782639,21.1906528,17.2419167,58.1224365,21.1233215,0,0
APEBA117,16.7800713,14.670495,85.8505783,29.2225418,23.7532291,60.700676,0,22.232048,66.3961182,23.0131969,0,8.0649662,21.4055996,42.3211594,105.616096,434.727661,165.592377,270.750092,103.458046,0,611.299194,578.433105,93.3633804,103.216492
APEBA118,7649.21094,6623.61328,13180.2803,13855.1484,29830.957,27648.7305,18455.4668,26825.7422,27873.1953,27708.5586,37845.4219,12294.5381,18647.8359,12294.9561,18672.0469,25123.2363,32868.6953,17571.3125,21915.7188,6125.73291,38030.125,26925.959,21231.5293,19528.8398
APEBA119,113.463219,507.410858,0,336.677887,153.018372,626.285767,33.0939903,672.180908,2782.12036,3156.2644,1147.07166,1433.77637,125.126991,942.122559,2158.17114,3490.60376,3503.55322,3394.62695,36.892067,273.590027,3929.55835,3945.03687,1691.91187,1614.54468
APEBA120,270.051788,136.692322,211.040421,142.727203,500.67749,306.641693,249.603851,438.922821,203.976196,44.2770119,19.1279526,109.179741,248.516937,112.928093,194.727768,283.517548,256.047272,490.291351,318.706116,31.500948,717.326599,783.704773,262.632324,288.455536
APEBA121,8896.35449,9359.67871,2296.13525,2498.63525,971.643005,1165.22424,1964.32874,3465.19824,1066.83984,808.773438,2484.50195,3251.9873,13388.0273,10490.6982,1419.10754,1980.8031,151.310394,1199.41064,0,0,646.347473,364.921539,9394.89453,9323.85449
APEBA122,4319.60547,4528.06104,1111.89172,1213.20654,467.106201,573.942749,946.301025,1682.51917,531.354187,387.205231,1206.34448,1578.99536,6496.45557,5112.9209,689.044373,961.774414,71.3563995,582.371155,0,0,313.832611,177.186844,4555.66406,4527.17627
APEBA123,46.9743958,21.4303951,149.388306,81.3054276,840.012512,742.586975,165.903,337.553467,532.833923,587.578491,133.739105,0,218.619156,71.1183167,266.751526,476.781891,775.267212,361.321655,222.459671,0,1191.06921,964.254639,433.03772,267.361023
APEBA124,40.7837677,29.0634766,66.0390396,0,78.9457855,39.8984718,210.827667,211.517395,99.2132339,85.822197,0,22.4923115,238.934326,15.855155,98.4363174,87.7392349,422.057709,204.509644,170.714172,20.5771027,243.62236,384.782715,127.664436,27.4912739
APEBA125,40.5218773,0,48.6290779,3.36023211,393.485992,261.759979,72.5228958,224.425049,235.698242,310.372253,93.5964584,15.7381592,86.8560638,115.38932,236.265976,591.313904,571.46106,295.092957,84.0195618,0,1166.67407,860.628906,292.782349,179.686661
APEBA126,9.31622219,10.196454,19.2482872,19.2736702,81.2462921,112.985802,22.5065994,129.507034,288.519226,123.665611,66.0547562,64.1278152,144.258774,81.5136566,193.646027,398.154205,193.701889,162.633774,66.3396378,0,540.725342,615.674133,76.3949127,98.7723312
APEBA127,2319.71411,2134.31323,173.900589,162.928497,468.014496,503.403687,825.439636,1461.75891,33.4599724,5.64151669,0,68.6203003,964.670776,778.720459,43.6577415,157.988083,15.9089613,182.838455,6.24272156,0,167.350677,61.2342453,1639.88403,1838.62451
APEBA128,78.2784805,91.1971512,961.225708,1790.06152,386.300293,412.765961,262.229218,254.668106,1490.66321,1263.22974,1932.14941,501.284058,152.018387,158.625946,55.3660889,107.062042,83.2762909,138.370239,34.9352722,45.9008446,117.85601,137.742477,930.402588,751.893494
APEBA129,1753.54456,1393.07385,2402.02222,3318.19312,4268.56445,4713.54883,7063.74365,6780.00439,6185.62598,5535.94629,21281.1934,1475.99292,4685.52539,2589.44482,6831.87793,3632.1377,9410.07813,3934.64063,6155.79932,933.283752,5628.42383,3757.64526,5071.80029,4066.33276
APEBA130,768.815491,998.237061,85.240303,198.760162,28.5897503,42.3053627,20.5414619,15.7895288,6744.54492,6241.54688,980.167664,976.310852,315.722137,291.292816,190.06456,149.115707,9.75614452,22.5065327,6.36014891,0,33.2789574,42.5837135,344.604218,407.96051
APEBA131,9.23289299,11.6214066,0,0,42.1212044,7.45155144,0,0,0,0,87.9747162,50.8334389,41.5146942,19.6968288,19.0213528,14.4252939,0,0,0,0,0,0,5.9302659,18.6116848
APEBA132,6.92575169,0,0,0,11.9791203,16.2795582,450.598267,444.444153,0,0,0,4.24294949,0,0,0,0,0,0,0,9.32812405,0,0,12.4007969,0
APEBA133,305.378693,180.482407,161.334793,372.121857,363.887451,435.899811,93.7781219,349.262909,98.8466339,28.3298721,19.9403057,83.6185684,20.0623131,86.457695,10.5006828,26.0856857,0,0,0,0,18.0041809,7.10064268,271.632721,394.437836
APEBA134,0,0,0,0,11.6627178,23.9087238,12.0506172,8.86980057,118.332596,179.487701,0,0,0,0,3.64453125,17.173666,82.4866257,19.6805439,0,0,58.3328056,37.8489037,7.14165783,0
APEBA135,0,0,5.32973051,0,28.8306141,9.64583492,0,6.73682547,20.6878796,47.6799088,0,0,4.41586018,0,16.7143135,56.6088448,55.2024422,34.1171227,1.44927919,0,101.966438,25.0372677,41.661335,25.2127781
APEBA136,10.3572197,10.735383,124.019226,292.394897,582.643127,781.257446,0,21.6901131,0,0,0,24.1952076,38.7533112,87.7766647,0,0,0,0,0,0,17.1210785,33.3051224,632.06189,657.011658
APEBA137,71.926445,0,76.7660675,5.62197638,89.9326477,11.2073832,20.3904743,175.187607,5.34980822,3.68566871,0,17.5404739,53.8847389,100.972641,25.3259506,62.7667885,8.01229286,29.278223,87.9454727,0,87.5727768,174.562775,42.579258,164.385056
APEBA138,0,0,0,0,32.0528908,0.963993728,0.848294318,13.4602966,0,0,0,0,2.08931804,0,6.12736416,84.4025345,9.31412697,34.2045822,29.5163307,17.2974243,155.608902,222.067245,15.0544271,10.3815193
APEBA139,307.022522,221.464249,482.390808,575.041504,96.9190598,111.491547,291.710968,488.519562,129.976669,14.2323866,22.4153652,59.6286507,105.729355,64.1958847,21.995945,11.3362694,0,0,0,0,10.1608171,0,487.340546,448.715454
APEBA140,289.724915,219.04895,7.21902561,45.4454422,69.2922745,34.6645279,196.92128,533.93988,13.3106833,8.62804413,400.987427,557.390503,362.9039,477.447571,163.223419,10.4620295,0,21.9524918,0,0,58.3726921,42.2213821,87.1739044,54.8646011
APEBA141,0,0,10.5506458,0,117.774712,142.049911,9.03430748,0,49.8273239,46.9452286,62.5185318,36.4175377,0,0,18.9110394,0,0,0,0,0,0,0,0,0
APEBA142,67.7198105,74.4337387,186.762955,183.466171,1324.0166,1341.19019,495.016479,604.247986,254.892624,390.54483,167.827271,441.034424,368.321625,169.37355,253.522186,146.863113,266.134979,123.321602,104.643837,153.033661,424.811249,316.578094,344.442719,97.547966
APEBA143,16.7744045,16.4982052,18.2776489,96.586937,333.441803,354.075195,12.3511248,75.0736542,34.9056511,97.2763596,252.993011,346.599365,831.482727,701.687134,44.748558,143.397232,15.4873247,114.795212,241.953156,546.021545,25.6301212,203.198486,352.818604,295.406342
APEBA144,15.2923212,13.8597918,194.67514,141.798431,444.395081,343.148651,210.495697,236.577728,557.844727,749.748352,49.6269569,44.6838074,208.250259,107.21331,85.3332748,98.0221329,315.449768,48.8291359,31.2193489,0,352.751465,238.185944,464.669067,227.272034
APEBA145,0,0,0.656958461,3.44752765,393.082825,503.362152,1.4599911,1.55483258,8.57586575,6.84586143,8.60435486,0,18.0317078,40.3200607,11.8037491,65.4550705,0,6.17585516,0,0,78.4307632,165.095032,4.25159597,0
APEBA146,4.72048378,0,23.7522984,10.1459455,200.58577,198.418457,52.3404236,59.6089516,87.310936,59.8020325,40.1715851,39.9787712,225.482178,80.5015793,102.97789,248.890305,260.714661,105.32917,11.1631079,0,244.474396,267.703217,48.6065407,86.0724106
APEBA147,114.653984,13.191865,60.4015999,275.982178,33.965538,27.7037125,19.4437237,107.45108,0,0,36.9711952,132.533279,79.2419586,42.0837059,17.0999374,30.0324402,0,0,0,0,9.72663879,20.8540363,268.460358,372.399353
APEBA148,0,0,10.455596,2.35264635,50.5927315,2.78455186,0,40.1651573,8.39654827,0,0,0,0,12.8924551,0,1.59786272,0,0,0,0,23.8460236,29.2789841,16.5194855,19.1746006
APEBA149,0,0,10.513936,0,123.598137,112.298485,48.9982071,74.1356201,46.9060478,31.9125996,0,0,54.596096,5.59222174,33.9053764,63.4510345,66.5992661,56.5925941,0,0,67.0056458,159.475861,19.2209892,43.69804
APEBA150,92.217308,47.9503174,40.8976326,95.7405243,82.4261551,122.474472,19.7620716,106.134666,12.8706932,9.52614975,22.7372341,5.97393465,11.5007601,36.6190605,47.2027512,88.2899704,92.7874908,25.6683197,59.7689056,0,176.243347,154.559143,196.532059,83.8267517
APEBA151,125.705215,265.791626,176.235229,327.664398,830.331726,1333.60034,514.332153,699.502869,3441.70435,1620.8313,670.620728,1170.17334,878.350647,699.743103,2343.29834,2064.88281,0,144.527374,10.3847046,0,27.5139275,45.6259995,559.124268,631.436646
